Probe ID,TargetID,ENTREZ_GENE_ID,log2(Fold change) D1 500vNT,Symmetrical raw fold changeD1 500vNT,FDRAdj p-val D1 500vNT,D1 500vNT DEG,log2(Fold change) D4 500vNT,Symmetrical raw fold change D4 500vNT,FDRAdj p-val D4 500vNT,D4 500vNTDEG,log2(Fold change) D7 500vNT,Symmetrical raw fold change D7 500vNT,FDRAdj p-val D7 500vNT,D7 500vNT DEG,log2(Fold change) D14 500vNT,Symmetrical raw fold change D14 500vNT,FDR Adj p-val D14 500vNT,D14 500vNT DEG,log2(Fold change)  D1 50vNT,Symmetrical raw fold change  D1 50vNT,FDR Adj p-val D1 50vNT,D1 50vNT DEG,log2(Fold change) D4 50vNT,Symmetrical raw fold change D4 50vNT,FDRAd p-val D4 50vNT,D4 50vNT DEG,log2(Fold change) D7 50vNT,Symmetrical raw fold change  D7 50vNT,FDRAdj p-val D7 50vNT,D7 50vNT DEG,log2(Fold change) D14 50vNT,Symmetrical raw fold change D14 50vNT,FDRAdj p-val D14 50vNT,D14 50vNT DEG,D14 50vNT DEG,D7 50vNT DEG,D4 50vNT DEG,D1 50vNT DEG,D14 500vNT DEG,D7 500vNT DEG,D4 500vNTDEG,D1 500vNT DEG,DEG DOWN ANY,DEG UP ANY
5390754,KCTD10,83892,-0.1678608,-1.123392,0.2896255,FALSE,-0.9228883,-1.895907,8.65705E-09,DOWN,-0.1986975,-1.147662,0.2306212,FALSE,-0.731295,-1.660129,1.39449E-05,DOWN,0.0700634,1.049763,0.9227521,FALSE,-0.5571645,-1.471375,0.001214979,DOWN,-0.3208124,-1.249034,0.00880338,FALSE,-0.6637257,-1.584168,0.000434976,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,4,0
5420437,CDK7,1022,-0.1578477,-1.115622,0.370647,FALSE,-0.3304867,-1.257438,0.02386517,FALSE,-0.1773747,-1.130824,0.3718668,FALSE,-0.492971,-1.40734,0.004407121,FALSE,-0.1112613,-1.080172,0.8874629,FALSE,-0.3991441,-1.318725,0.07305361,FALSE,0.0920262,1.065866,0.570595,FALSE,-0.6291339,-1.546636,0.004462251,DOWN,DOWN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
5420575,SLC3A2,6520,-0.9883471,-1.983911,5.01617E-06,DOWN,-0.8241554,-1.770498,2.01484E-06,DOWN,-0.4407245,-1.357286,0.06103623,FALSE,-0.4466299,-1.362853,0.01341155,FALSE,-0.3873565,-1.307994,0.463786,FALSE,-0.4853336,-1.39991,0.05378341,FALSE,-0.7549973,-1.687628,8.34524E-05,DOWN,-0.5283847,-1.442313,0.01489858,DOWN,DOWN,DOWN,FALSE,FALSE,FALSE,FALSE,DOWN,DOWN,4,0
5490259,LOC646936,646936,-0.4160473,-1.334267,0.01160168,FALSE,-0.722492,-1.65003,9.74839E-07,DOWN,0.1103244,1.079471,0.5139343,FALSE,-0.7130542,-1.639271,5.30783E-06,DOWN,-0.4227349,-1.340466,0.2951423,FALSE,0.08390244,1.059881,0.8123484,FALSE,0.01543593,1.010757,0.9029074,FALSE,-0.5946488,-1.510105,0.000317131,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,3,0
5490563,ZNF524,147807,-1.622116,-3.078263,7.33196E-10,DOWN,-1.1406,-2.204727,2.98132E-10,DOWN,-0.4294551,-1.346725,0.01493834,FALSE,-1.15869,-2.232546,6.13E-09,DOWN,-0.5816679,-1.496578,0.1574651,FALSE,-0.3179823,-1.246586,0.1116174,FALSE,-0.7096863,-1.635448,8.0875E-07,DOWN,-0.7005295,-1.625101,0.000172527,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5490626,SUMF1,285362,-0.5157844,-1.429771,0.000867735,DOWN,-1.017742,-2.024747,4.14399E-09,DOWN,-0.33421,-1.260687,0.06049459,FALSE,-1.359611,-2.566159,8.778E-11,DOWN,-0.1486224,-1.10851,0.7934473,FALSE,-0.3436156,-1.268933,0.08464257,FALSE,-0.5450143,-1.459035,5.01205E-05,DOWN,-0.8059372,-1.748281,4.71614E-05,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5490632,LOC401098,401098,-1.303388,-2.468078,5.16587E-07,DOWN,-2.120385,-4.348099,7.13577E-14,DOWN,-0.4918089,-1.406207,0.009652195,FALSE,-1.957848,-3.88482,3.83262E-10,DOWN,-1.027956,-2.039133,0.08117218,FALSE,-0.2421975,-1.182793,0.603905,FALSE,-0.9103005,-1.879437,7.20229E-07,DOWN,-1.781597,-3.438066,1.06064E-09,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5550253,MFN2,9927,-0.9247626,-1.898372,6.36188E-05,DOWN,-0.7747737,-1.710922,1.05129E-05,DOWN,0.04968914,1.035042,0.8487495,FALSE,-1.02714,-2.037981,3.25494E-05,DOWN,-0.5887752,-1.503969,0.260403,FALSE,0.307928,1.237929,0.2874916,FALSE,-0.1195344,-1.086384,0.4999042,FALSE,-0.6902596,-1.613574,0.000831066,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,4,0
5550463,FARSLB,10056,-0.4515662,-1.367524,0.004656862,FALSE,-1.054108,-2.076434,2.99478E-09,DOWN,-0.3892982,-1.309756,0.03469368,FALSE,-0.7983767,-1.739143,5.16498E-05,DOWN,-0.4318645,-1.348976,0.321766,FALSE,0.03796023,1.026661,0.8921301,FALSE,-0.6397721,-1.558083,0.000046856,DOWN,-0.6900457,-1.613335,0.000530015,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,4,0
5560221,STARD10,10809,-0.1762548,-1.129947,0.3478749,FALSE,-0.8354635,-1.78443,3.35375E-06,DOWN,-0.2385719,-1.179824,0.2452367,FALSE,-1.3772,-2.597638,2.34071E-07,DOWN,0.06158879,1.043614,0.9364305,FALSE,-0.07725,-1.055005,0.806909,FALSE,-0.2129675,-1.15907,0.1228335,FALSE,-0.6818195,-1.604162,0.000338767,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,3,0
5570070,PLA2G2D,26279,-0.4547423,-1.370538,0.000312847,FALSE,-1.128546,-2.186383,1.14447E-11,DOWN,-0.05755336,-1.040699,0.6145203,FALSE,-1.048495,-2.068372,5.9506E-10,DOWN,-0.3716874,-1.293865,0.1918184,FALSE,0.09121425,1.065266,0.8150057,FALSE,-0.2047827,-1.152513,0.005365638,FALSE,-0.9538232,-1.936999,3.06887E-08,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,3,0
5570520,RRAD,6236,-0.1166286,-1.084198,0.6990452,FALSE,-1.369403,-2.583636,1.07742E-10,DOWN,-0.1997569,-1.148505,0.3961591,FALSE,-1.987641,-3.96588,1.1527E-13,DOWN,0.1828315,1.13511,0.866528,FALSE,-0.2341494,-1.176213,0.2860993,FALSE,-0.6478721,-1.566856,1.51121E-05,DOWN,-0.9849205,-1.979204,0.000114097,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,4,0
5670706,FAM171A1,221061,0.120064,1.086783,0.4362727,FALSE,-1.397806,-2.635006,3.8013E-13,DOWN,-0.125255,-1.090701,0.2184077,FALSE,-1.104762,-2.150634,1.15769E-09,DOWN,-0.2080393,-1.155117,0.6209603,FALSE,-1.302786,-2.467049,8.72562E-10,DOWN,-0.2950362,-1.226916,0.000197507,FALSE,-1.257307,-2.390491,6.63518E-10,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,4,0
5690400,GSTTP2,653399,-0.3649209,-1.287811,0.001093512,FALSE,-0.6165355,-1.533189,3.11092E-08,DOWN,-0.04047048,-1.028449,0.7035667,FALSE,-0.5221659,-1.43611,7.13798E-05,DOWN,-0.3046854,-1.235149,0.1821463,FALSE,-0.09974487,-1.071584,0.6490221,FALSE,-0.02533212,-1.017714,0.7605929,FALSE,-0.5298661,-1.443795,0.000111819,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,3,0
5690463,C11ORF80,79703,-0.8936337,-1.85785,2.07649E-06,DOWN,-0.9366724,-1.914108,1.79608E-09,DOWN,-0.3894333,-1.309879,0.03072421,FALSE,-0.9327677,-1.908935,1.33101E-08,DOWN,-0.000224341,-1.000156,0.9995146,FALSE,0.04364242,1.030713,0.8727929,FALSE,-0.630156,-1.547732,1.72421E-05,DOWN,-0.5107223,-1.424763,0.005580151,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5690711,TMEM134,80194,-0.8050977,-1.747264,0.000101595,DOWN,-0.951634,-1.934062,1.18843E-06,DOWN,-0.1909945,-1.14155,0.3508337,FALSE,-1.456402,-2.744231,6.00519E-09,DOWN,-0.07735704,-1.055083,0.9303558,FALSE,-0.4982513,-1.4125,0.02008295,FALSE,-0.4815108,-1.396205,0.00209333,FALSE,-0.7800616,-1.717204,0.001050224,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,4,0
5690743,PCBP4,57060,-0.7884885,-1.727264,9.08762E-05,DOWN,-0.9780886,-1.969854,3.33157E-08,DOWN,0.03569675,1.025052,0.8927506,FALSE,-1.12911,-2.187238,1.22494E-08,DOWN,-0.3313708,-1.258208,0.4912741,FALSE,0.03316185,1.023252,0.9032637,FALSE,-0.3984064,-1.318051,0.003011482,FALSE,-0.5331768,-1.447112,0.006422874,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,4,0
5700347,LOC100133760,100133760,-0.6052825,-1.521277,5.63713E-05,DOWN,-0.862361,-1.818011,3.73092E-11,DOWN,-0.1422355,-1.103614,0.1411195,FALSE,-0.9112,-1.880609,2.03486E-10,DOWN,-0.2839341,-1.21751,0.3422779,FALSE,-0.3432214,-1.268586,0.01760735,FALSE,-0.4587895,-1.374388,8.54341E-07,FALSE,-0.5969612,-1.512527,1.00329E-05,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,4,0
5720100,ZNF562,54811,-0.4469359,-1.363142,0.005640481,FALSE,-0.7575029,-1.690562,2.31474E-06,DOWN,-0.344209,-1.269455,0.05248259,FALSE,-0.7903765,-1.729526,3.93641E-05,DOWN,-0.256121,-1.194263,0.6193649,FALSE,-0.08844699,-1.063225,0.7424967,FALSE,-0.5476353,-1.461688,0.000176651,DOWN,-0.5059863,-1.420094,0.004982181,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,4,0
5810008,DLGAP4,22839,-0.2598219,-1.197331,0.1290233,FALSE,-0.8199735,-1.765374,1.09955E-07,DOWN,-0.2708777,-1.206542,0.1025607,FALSE,-0.8345094,-1.783251,3.9665E-07,DOWN,-0.1097362,-1.079031,0.8598575,FALSE,-0.1323025,-1.096042,0.5702646,FALSE,-0.5690245,-1.48352,0.000134802,DOWN,-0.5046676,-1.418796,0.001605529,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,4,0
5810154,ALOX15B,247,-1.706829,-3.264425,4.39226E-05,DOWN,-1.948821,-3.860589,5.93967E-11,DOWN,0.174445,1.12853,0.4276613,FALSE,-3.052677,-8.297503,0,DOWN,0.5266975,1.440628,0.5880845,FALSE,-0.6533117,-1.572774,0.006595612,DOWN,-0.8876668,-1.850181,1.71326E-05,DOWN,-0.5756806,-1.49038,0.01271271,DOWN,DOWN,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,DOWN,6,0
5810328,FTL,2512,1.542323,2.912631,9.16432E-08,UP,-0.1514399,-1.110677,0.2595219,FALSE,-0.1027566,-1.073823,0.6991848,FALSE,-0.9352282,-1.912193,0.008282385,DOWN,0.1579304,1.115685,0.878085,FALSE,-0.5080121,-1.422089,0.1213602,FALSE,0.673671,1.595127,0.00071689,UP,-0.9092147,-1.878023,0.000160293,DOWN,DOWN,UP,FALSE,FALSE,DOWN,FALSE,FALSE,UP,2,2
5810546,SPRR2E,6704,0.2552342,1.193529,0.1950043,FALSE,-1.278378,-2.425661,1.82428E-09,DOWN,-0.4393826,-1.356024,0.07064261,FALSE,-2.450823,-5.467279,0,DOWN,-0.7558391,-1.688613,0.1017307,FALSE,-0.5064948,-1.420594,0.01303191,DOWN,-0.9013334,-1.867791,4.74446E-06,DOWN,-0.8489846,-1.801233,0.000385111,DOWN,DOWN,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,5,0
5810672,SIX5,147912,-1.12586,-2.182317,5.55955E-08,DOWN,-0.9753774,-1.966155,1.01255E-09,DOWN,-0.2878603,-1.220828,0.06226309,FALSE,-0.7399147,-1.670077,9.04848E-07,DOWN,-0.3547883,-1.278798,0.4199021,FALSE,-0.2795084,-1.213781,0.1105635,FALSE,-0.625244,-1.542472,3.66371E-07,DOWN,-0.5796298,-1.494466,0.001152759,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5810735,LOC646996,646996,-0.6278238,-1.545232,0.000937662,DOWN,-1.313799,-2.485953,7.72152E-09,DOWN,0.3028246,1.233557,0.2210913,FALSE,-1.184805,-2.273327,5.16744E-06,DOWN,-0.7803284,-1.717522,0.1208081,FALSE,0.1917905,1.14218,0.6727558,FALSE,-0.1668382,-1.122596,0.2609188,FALSE,-0.8616986,-1.817176,0.000306741,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,4,0
5820386,AIRE,326,-0.8004073,-1.741593,0.000331741,DOWN,-2.219066,-4.655918,4.52513E-13,DOWN,-0.4910333,-1.405451,0.05560999,FALSE,-2.130256,-4.377953,5.99697E-10,DOWN,-0.8768463,-1.836357,0.1107183,FALSE,0.07441416,1.052933,0.905402,FALSE,-1.230606,-2.346655,6.69449E-07,DOWN,-1.623266,-3.080717,2.39623E-08,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5820746,LOC647987,647987,1.634759,3.105357,2.16707E-05,UP,-2.410221,-5.315559,0,DOWN,0.03329057,1.023344,0.8733794,FALSE,-2.644973,-6.254841,0,DOWN,0.1531646,1.112006,0.8975319,FALSE,-0.3948629,-1.314818,0.2074403,FALSE,-0.5845967,-1.49962,8.133E-06,DOWN,-1.599869,-3.031159,8.0932E-09,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,UP,4,1
5860463,NEK6,10783,0.01548036,1.010788,0.9234241,FALSE,-0.7235986,-1.651296,1.52434E-07,DOWN,-0.09365156,-1.067068,0.5109147,FALSE,-0.4614259,-1.376902,0.000356315,FALSE,-0.005859322,-1.00407,0.9926531,FALSE,-0.2435651,-1.183915,0.1501174,FALSE,-0.1358285,-1.098724,0.1491485,FALSE,-0.649186,-1.568283,2.02219E-05,DOWN,DOWN,FALSE,FALSE,FALSE,FALSE,FALSE,DOWN,FALSE,2,0
5870048,LOC653489,653489,-0.7310458,-1.659842,0.000521596,DOWN,-1.942509,-3.843735,2.74712E-12,DOWN,-0.1712526,-1.126036,0.4332272,FALSE,-1.890401,-3.707381,7.04941E-09,DOWN,-0.8177286,-1.762629,0.08702102,FALSE,0.185404,1.137135,0.7429116,FALSE,-0.6356559,-1.553644,0.000197556,DOWN,-1.435597,-2.704941,4.41997E-07,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5870180,ZNF277,11179,-0.5948523,-1.510318,0.000322687,DOWN,-0.5165594,-1.430539,0.000273992,DOWN,-0.4795204,-1.39428,0.007787584,FALSE,-0.6595048,-1.57954,2.28181E-05,DOWN,-0.0514839,-1.03633,0.9455485,FALSE,-0.7727027,-1.708467,4.14586E-05,DOWN,-0.4157281,-1.333972,0.001400666,FALSE,-0.5814914,-1.496395,0.00171357,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5870189,PPM1K,152926,-0.4436166,-1.360009,0.000210433,FALSE,-0.5719042,-1.486484,2.4418E-08,DOWN,-0.1542352,-1.112832,0.09190904,FALSE,-0.6151698,-1.531738,7.51024E-07,DOWN,-0.3351006,-1.261465,0.1618635,FALSE,-0.08423199,-1.060123,0.6977796,FALSE,-0.2447893,-1.18492,0.000994087,FALSE,-0.5168238,-1.430802,2.27962E-05,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,3,0
5890072,TRAPPC9,83696,-0.5265737,-1.440504,0.000164447,DOWN,-0.7105982,-1.636482,5.36377E-08,DOWN,-0.2486074,-1.18806,0.03937273,FALSE,-0.7008935,-1.625511,1.99196E-07,DOWN,-0.138265,-1.100581,0.7568273,FALSE,-0.2385757,-1.179827,0.1001789,FALSE,-0.4265868,-1.34405,6.17096E-05,FALSE,-0.5660613,-1.480476,3.29976E-05,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,4,0
5890131,PDXK,8566,-0.7499505,-1.681735,8.18093E-05,DOWN,-1.039229,-2.055129,7.3772E-08,DOWN,-0.215121,-1.160801,0.389301,FALSE,-0.6224561,-1.539494,0.000323676,DOWN,-0.2438858,-1.184178,0.6640474,FALSE,-0.4275189,-1.344919,0.05076252,FALSE,-0.854923,-1.808662,3.56997E-06,DOWN,-0.5368994,-1.450851,0.01282321,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5890292,DEFB103B,414325,5.328038,40.16975,0,UP,-0.6211364,-1.538086,2.59002E-07,DOWN,-0.4191948,-1.337181,2.33216E-06,FALSE,-0.7318679,-1.660788,1.00886E-09,DOWN,0.02740366,1.019176,0.9035245,FALSE,-0.06709488,-1.047605,0.7070053,FALSE,-0.3759944,-1.297734,6.26147E-06,FALSE,-0.6945448,-1.618374,2.10706E-08,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,UP,3,1
5890400,SPRR2E,6704,-0.03222783,-1.02259,0.8818175,FALSE,-1.052773,-2.074514,1.21749E-08,DOWN,-0.09089529,-1.065031,0.6252054,FALSE,-1.776067,-3.424912,4.78673E-13,DOWN,-0.7560257,-1.688832,0.07820006,FALSE,-0.3930592,-1.313175,0.03914234,FALSE,-0.4853541,-1.399929,0.000230002,FALSE,-0.7513067,-1.683317,0.00042043,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,3,0
5900053,ZNF652,22834,-1.09506,-2.13622,1.55354E-05,DOWN,-2.147094,-4.429347,1.49302E-12,DOWN,-0.02220057,-1.015507,0.9510087,FALSE,-2.122799,-4.355382,1.23691E-09,DOWN,-1.157011,-2.229949,0.08102271,FALSE,-8.75489E-05,-1.000061,0.9997938,FALSE,-0.4826201,-1.397279,0.009447207,FALSE,-1.719769,-3.293837,1.06474E-07,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,4,0
5900241,LOC100128771,100128771,-1.023234,-2.03247,1.72266E-06,DOWN,-0.9977578,-1.996894,2.75597E-07,DOWN,-0.3408076,-1.266465,0.06925419,FALSE,-1.201528,-2.299831,1.00852E-07,DOWN,-0.0388361,-1.027285,0.9645743,FALSE,-0.7061332,-1.631426,0.003583499,DOWN,-0.5460384,-1.460071,0.000437471,DOWN,-0.8200502,-1.765467,0.000124493,DOWN,DOWN,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,DOWN,6,0
5900497,PLXDC2,84898,-1.012113,-2.016863,3.39327E-08,DOWN,-0.7252534,-1.653191,1.42522E-10,DOWN,-0.2976128,-1.229109,0.002121907,FALSE,-0.7505495,-1.682433,3.2859E-10,DOWN,-0.3890466,-1.309528,0.2829878,FALSE,-0.6930439,-1.616691,9.50538E-08,DOWN,-0.4786338,-1.393423,1.03429E-07,FALSE,-0.5909757,-1.506265,1.36994E-06,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5910445,CDAN1,146059,-0.7658341,-1.700353,0.000229994,DOWN,-1.813374,-3.514633,7.84689E-12,DOWN,-0.3184137,-1.246959,0.2372221,FALSE,-1.557236,-2.942896,2.29963E-07,DOWN,-0.7659857,-1.700531,0.1107183,FALSE,0.05823635,1.041192,0.9206123,FALSE,-0.9143085,-1.884665,3.23486E-05,DOWN,-1.245296,-2.370672,1.07733E-05,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5910484,LOC729742,729742,-1.148221,-2.216404,2.15945E-07,DOWN,-0.5159327,-1.429918,0.000519111,DOWN,-0.33762,-1.26367,0.1124002,FALSE,-0.8608149,-1.816064,0.000415301,DOWN,-0.120723,-1.08728,0.8723676,FALSE,-0.8684135,-1.825654,0.00066179,DOWN,-0.0731837,-1.052036,0.6712947,FALSE,-0.73546,-1.664928,0.000788614,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
5960678,NISCH,11188,-0.7636252,-1.697751,3.10076E-05,DOWN,-0.9178209,-1.88926,1.54588E-07,DOWN,-0.2754736,-1.210391,0.09394436,FALSE,-0.9113621,-1.88082,5.55259E-07,DOWN,-0.03014591,-1.021115,0.9735664,FALSE,-0.02545962,-1.017804,0.9358208,FALSE,-0.7337041,-1.662903,2.80327E-06,DOWN,-0.5657799,-1.480187,0.003224608,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
6020093,SARS,6301,-1.556667,-2.941734,8.90289E-08,DOWN,-0.6317365,-1.549429,4.56316E-05,DOWN,-0.2452251,-1.185278,0.2863938,FALSE,-0.9604605,-1.945931,6.84022E-06,DOWN,-0.5264252,-1.440356,0.3050596,FALSE,-0.7043744,-1.629438,0.001210819,DOWN,-0.4501801,-1.366211,0.003204319,FALSE,-0.5206881,-1.434639,0.01150938,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
6020523,PPP2R2B,5521,-0.5511415,-1.465245,0.000110439,DOWN,-1.049041,-2.069154,2.02358E-09,DOWN,-0.3336525,-1.2602,0.02771893,FALSE,-1.333482,-2.520102,7.57788E-12,DOWN,-0.1975329,-1.146736,0.532415,FALSE,-0.5461329,-1.460166,0.001943912,DOWN,-0.5932771,-1.50867,3.51117E-07,DOWN,-0.7525402,-1.684757,4.30051E-05,DOWN,DOWN,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,DOWN,6,0
6020561,LOC642299,642299,-0.1683364,-1.123762,0.279849,FALSE,-0.7001315,-1.624653,1.4201E-05,DOWN,0.00110067,1.000763,0.9961115,FALSE,-1.16904,-2.24862,2.38853E-10,DOWN,-0.09820851,-1.070443,0.8633619,FALSE,-0.04869603,-1.03433,0.847594,FALSE,0.02792374,1.019544,0.8303042,FALSE,-0.5685483,-1.483031,0.001382277,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,3,0
6040592,LOC728105,728105,-0.4806829,-1.395404,0.000203127,FALSE,-1.045871,-2.064613,4.05754E-11,DOWN,-0.1013142,-1.07275,0.3393119,FALSE,-0.8997142,-1.865696,5.43217E-09,DOWN,-0.2695785,-1.205456,0.4679194,FALSE,-0.1181001,-1.085305,0.7166107,FALSE,-0.1814717,-1.13404,0.02084471,FALSE,-0.9327257,-1.908879,7.2773E-09,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,3,0
6040609,PNPT1,87178,-0.8709298,-1.828841,1.62449E-05,DOWN,-1.898466,-3.728166,5.18965E-12,DOWN,-0.4514404,-1.367405,0.09669867,FALSE,-1.570459,-2.969991,6.54408E-08,DOWN,-0.9383277,-1.916306,0.06828979,FALSE,0.005267949,1.003658,0.9932243,FALSE,-1.001129,-2.001566,3.43597E-05,DOWN,-1.322712,-2.501359,4.64248E-06,DOWN,DOWN,DOWN,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,5,0
6040670,CYCSL1,157317,-0.4044185,-1.323555,0.001772197,FALSE,-0.6901349,-1.613434,5.07618E-09,DOWN,-0.06559712,-1.046518,0.5300221,FALSE,-0.7729377,-1.708746,3.00118E-08,DOWN,-0.3397456,-1.265533,0.2217684,FALSE,-0.008764023,-1.006093,0.9799197,FALSE,-0.1349107,-1.098025,0.05205875,FALSE,-0.8167527,-1.761437,1.64838E-08,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,FALSE,3,0
6060577,FAM40B,57464,-0.8174241,-1.762257,4.45095E-05,DOWN,-1.536658,-2.901217,1.48662E-13,DOWN,-0.1813495,-1.133944,0.2147625,FALSE,-1.569956,-2.968956,3.11908E-12,DOWN,-0.7223683,-1.649888,0.1028248,FALSE,0.1164218,1.084043,0.8193513,FALSE,-0.3362012,-1.262428,0.00124758,FALSE,-1.445123,-2.72286,6.86326E-10,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,4,0
6100022,HIST2H2AC,8338,0.8343567,1.783062,1.84945E-05,UP,-1.019028,-2.026553,6.11605E-07,DOWN,0.1438731,1.104867,0.4583875,FALSE,-1.367063,-2.579449,2.92467E-09,DOWN,0.05494277,1.038818,0.9461043,FALSE,-0.4671678,-1.382393,0.05800821,FALSE,0.2979811,1.229423,0.01717076,FALSE,-1.143343,-2.208923,2.64282E-06,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,UP,3,1
6100040,INTS1,26173,-0.4035005,-1.322713,0.008631385,FALSE,-1.103984,-2.149475,7.36859E-10,DOWN,-0.2057828,-1.153312,0.3831719,FALSE,-0.3845613,-1.305463,0.02029125,FALSE,-0.4608729,-1.376374,0.2745358,FALSE,0.1715208,1.126245,0.5735632,FALSE,-0.7152774,-1.641799,2.00493E-06,DOWN,-0.6350071,-1.552945,0.005377759,DOWN,DOWN,DOWN,FALSE,FALSE,FALSE,FALSE,DOWN,FALSE,3,0
6100767,ADIPOR1,51094,0.09607654,1.068863,0.5832281,FALSE,-0.3334956,-1.260063,0.02547221,FALSE,-0.2604199,-1.197827,0.2362416,FALSE,-0.3500663,-1.274619,0.05499952,FALSE,-0.1807434,-1.133468,0.7928337,FALSE,-0.5203404,-1.434294,0.02812963,DOWN,-0.1692889,-1.124504,0.3340622,FALSE,-0.500563,-1.414766,0.01664064,DOWN,DOWN,FALSE,DOWN,FALSE,FALSE,FALSE,FALSE,FALSE,2,0
6110187,CSNK2A2,1459,0.3760194,1.297756,0.03799982,FALSE,-0.6566585,-1.576427,1.01228E-05,DOWN,-0.4918697,-1.406266,0.009996896,FALSE,-0.5437414,-1.457748,0.003684996,DOWN,-0.3643317,-1.287285,0.4740178,FALSE,-0.5740276,-1.488674,0.003427764,DOWN,-0.4421345,-1.358613,0.001715751,FALSE,-0.6383384,-1.556535,0.001404148,DOWN,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,DOWN,FALSE,4,0
6130020,BLZF1,8548,-0.9733419,-1.963383,3.87387E-05,DOWN,-1.558916,-2.946325,7.68659E-11,DOWN,-0.07499064,-1.053354,0.7955768,FALSE,-1.361205,-2.568997,8.38895E-07,DOWN,-0.7150311,-1.641519,0.1451889,FALSE,0.02378646,1.016624,0.9689006,FALSE,-0.4473656,-1.363548,0.01533589,FALSE,-1.19616,-2.29129,2.29255E-06,DOWN,DOWN,FALSE,FALSE,FALSE,DOWN,FALSE,DOWN,DOWN,4,0
