Probe ID,TargetID,ENTREZ_GENE_ID,log2(Fold change) D1 500vNT,Symmetrical raw fold changeD1 500vNT,FDRAdj p-val D1 500vNT,D1 500vNT DEG,log2(Fold change) D4 500vNT,Symmetrical raw fold change D4 500vNT,FDRAdj p-val D4 500vNT,D4 500vNTDEG,log2(Fold change) D7 500vNT,Symmetrical raw fold change D7 500vNT,FDRAdj p-val D7 500vNT,D7 500vNT DEG,log2(Fold change) D14 500vNT,Symmetrical raw fold change D14 500vNT,FDR Adj p-val D14 500vNT,D14 500vNT DEG,log2(Fold change)  D1 50vNT,Symmetrical raw fold change  D1 50vNT,FDR Adj p-val D1 50vNT,D1 50vNT DEG,log2(Fold change) D4 50vNT,Symmetrical raw fold change D4 50vNT,FDRAd p-val D4 50vNT,D4 50vNT DEG,log2(Fold change) D7 50vNT,Symmetrical raw fold change  D7 50vNT,FDRAdj p-val D7 50vNT,D7 50vNT DEG,log2(Fold change) D14 50vNT,Symmetrical raw fold change D14 50vNT,FDRAdj p-val D14 50vNT,D14 50vNT DEG,D14 50vNT DEG,D7 50vNT DEG,D4 50vNT DEG,D1 50vNT DEG,D14 500vNT DEG,D7 500vNT DEG,D4 500vNTDEG,D1 500vNT DEG,DEG DOWN ANY,DEG UP ANY
4290102,LOC644563,644563,1.001798,2.002494,2.42958E-06,UP,1.115508,2.166714,3.06179E-07,UP,0.7051831,1.630352,0.007475447,UP,1.39242,2.625186,3.91493E-07,UP,0.1182591,1.085424,0.867542,FALSE,0.4094049,1.328138,0.08988385,FALSE,1.109312,2.157428,2.37709E-07,UP,0.6887786,1.611918,0.003872934,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4290468,LOC100133012,100133012,0.2042987,1.152126,0.1644428,FALSE,0.6375953,1.555734,3.12331E-06,UP,0.6334962,1.55132,0.000281181,UP,0.6191638,1.535985,0.000243641,UP,0.3402538,1.265979,0.3038952,FALSE,0.334823,1.261223,0.07883707,FALSE,0.5118186,1.425846,8.8964E-05,UP,0.5057725,1.419883,0.001722156,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4290692,LOC100132715,100132715,0.3350715,1.26144,0.05194386,FALSE,1.074556,2.106074,2.90605E-07,UP,0.5901354,1.505388,0.006202983,UP,1.41202,2.661094,5.12075E-08,UP,0.2806958,1.214781,0.5803218,FALSE,0.515669,1.429657,0.02307941,UP,0.6657135,1.586353,0.00011936,UP,1.163406,2.239856,1.20609E-06,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4390450,SGK,6446,1.327633,2.509905,5.85946E-07,UP,1.507292,2.842759,7.80918E-10,UP,0.6031516,1.519031,0.006689614,UP,1.240595,2.36296,4.26558E-08,UP,0.1160514,1.083765,0.8966783,FALSE,0.3030433,1.233744,0.2047254,FALSE,0.8860427,1.8481,3.39005E-06,UP,1.169233,2.248921,4.76654E-06,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4390484,TACC3,10460,1.167211,2.245771,1.30701E-07,UP,1.462993,2.756797,6.6173E-10,UP,1.274904,2.419827,9.59045E-08,UP,1.804391,3.492816,5.55265E-10,UP,0.3644191,1.287363,0.3314086,FALSE,1.171421,2.252335,4.14124E-06,UP,1.408449,2.654517,3.74722E-10,UP,1.430984,2.696305,5.32654E-09,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4390612,CCDC14,64770,0.3851313,1.305979,0.01162752,FALSE,0.9724222,1.962132,1.89101E-06,UP,0.786132,1.724445,0.000586668,UP,0.7693182,1.704464,0.000258928,UP,0.6523386,1.571714,0.07820006,FALSE,0.6767237,1.598505,0.004500047,UP,0.6526883,1.572095,0.000176437,UP,0.998698,1.998196,4.92389E-05,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4480180,DEK,7913,0.6407408,1.559129,0.00029027,UP,1.729198,3.315434,4.92925E-11,UP,0.7333686,1.662516,0.002845476,UP,1.713468,3.279482,1.43648E-09,UP,0.3251497,1.252795,0.5402434,FALSE,0.4799445,1.39469,0.02782115,FALSE,1.06988,2.099259,4.26747E-07,UP,1.266497,2.405767,5.2255E-06,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4480504,ZNF828,283489,0.1520926,1.11118,0.3366497,FALSE,0.6877455,1.610764,2.21977E-05,UP,0.5178155,1.431786,0.003616519,UP,1.003654,2.005072,2.92433E-06,UP,-0.04454045,-1.031355,0.9503205,FALSE,0.1948377,1.144595,0.310423,FALSE,0.7007315,1.625329,6.89054E-06,UP,0.6922697,1.615824,0.000329764,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4490341,SMS,6611,1.623119,3.080402,2.53585E-09,UP,1.270507,2.412463,4.61559E-09,UP,0.6098521,1.526103,0.01691784,UP,1.386772,2.614929,7.38329E-07,UP,0.2732923,1.208563,0.5970231,FALSE,0.2553845,1.193654,0.2878213,FALSE,1.201963,2.300524,5.32218E-08,UP,0.6840286,1.60662,0.01398229,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4540349,LSM2,57819,0.1708085,1.125689,0.3334164,FALSE,0.800368,1.741545,1.59024E-06,UP,0.6231292,1.540212,0.006043539,UP,1.041128,2.057835,7.73462E-06,UP,0.1117074,1.080506,0.8779475,FALSE,0.5693721,1.483878,0.02389858,UP,1.024436,2.034164,3.24841E-06,UP,0.6210837,1.53803,0.007016722,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4560328,FSCN1,6624,0.376669,1.298341,0.02270021,FALSE,0.5866576,1.501763,5.46888E-06,UP,0.544726,1.458743,0.003457578,UP,0.7924399,1.732001,2.20367E-06,UP,0.1949795,1.144708,0.766812,FALSE,0.2338307,1.175953,0.4195257,FALSE,0.5374777,1.451433,5.39596E-05,UP,0.5572204,1.471431,0.0029476,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4560450,E2F7,144455,0.5911974,1.506497,7.79711E-05,UP,1.098127,2.140766,3.95237E-09,UP,0.5925046,1.507862,0.000449794,UP,1.300125,2.462501,5.96798E-09,UP,0.05876069,1.041571,0.9040756,FALSE,0.3362288,1.262452,0.02255405,FALSE,0.8932571,1.857365,5.07181E-08,UP,0.8311955,1.779159,5.06062E-06,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4560528,POP5,51367,0.5353335,1.449277,0.001442432,UP,0.9924612,1.989576,1.22324E-07,UP,1.229138,2.344269,5.61242E-07,UP,1.01194,2.016621,3.6667E-06,UP,0.1835448,1.135671,0.7242249,FALSE,0.5757894,1.490493,0.00596183,UP,1.349453,2.548155,5.21425E-10,UP,0.8938708,1.858155,2.1479E-05,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4560541,MLKL,197259,1.154914,2.22671,6.04472E-07,UP,1.282462,2.432538,6.35534E-09,UP,1.192115,2.284874,4.94721E-06,UP,1.23277,2.350177,5.58315E-07,UP,0.4088379,1.327616,0.3211831,FALSE,1.378263,2.599552,5.41349E-07,UP,1.277611,2.424372,1.70036E-09,UP,1.199309,2.296297,2.29831E-06,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4570224,C17ORF53,78995,0.4513913,1.367358,0.003911621,FALSE,0.945469,1.925815,1.48913E-08,UP,0.7583453,1.691549,3.91436E-05,UP,0.8810841,1.841759,9.36258E-07,UP,0.2410268,1.181834,0.5998327,FALSE,0.9253376,1.899129,9.60489E-06,UP,0.967022,1.954801,4.6905E-09,UP,0.7246172,1.652462,0.000230533,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4570451,LOC401233,401233,-0.03106854,-1.021769,0.5427148,FALSE,0.5989084,1.51457,3.32772E-08,UP,0.5455241,1.45955,4.96381E-06,UP,0.1197045,1.086512,0.01330235,FALSE,0.000168702,1.000117,0.9989223,FALSE,0.4574597,1.373122,4.93693E-05,FALSE,0.5334018,1.447338,2.88395E-08,UP,0.625654,1.54291,8.91618E-06,UP,UP,UP,FALSE,FALSE,FALSE,UP,UP,FALSE,0,4
4590040,CCNB1,891,1.207322,2.309086,9.41031E-09,UP,1.541045,2.910052,8.06746E-11,UP,1.190416,2.282185,5.5062E-06,UP,1.780503,3.435459,6.58215E-10,UP,0.667104,1.587882,0.06828979,FALSE,1.102059,2.146608,1.61628E-05,UP,1.273278,2.417101,5.42991E-08,UP,1.337971,2.527955,2.42594E-08,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4590064,CDK2,1017,0.9607457,1.946316,1.22773E-06,UP,1.164434,2.241453,1.28541E-08,UP,0.7625366,1.696471,0.000283843,UP,1.455117,2.741789,8.42568E-09,UP,0.4762789,1.391151,0.2223883,FALSE,0.3666209,1.289329,0.08435324,FALSE,0.990813,1.987305,3.90436E-08,UP,0.7782767,1.715081,2.39264E-05,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4590537,ERAL1,26284,0.1247019,1.090282,0.497558,FALSE,0.5351773,1.44912,0.001082038,UP,0.7340741,1.66333,0.000538469,UP,0.6157399,1.532344,0.00114433,UP,0.09744422,1.069876,0.887035,FALSE,0.5097116,1.423766,0.01782961,UP,0.6989571,1.623331,6.80663E-05,UP,0.663155,1.583542,0.002805736,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4590717,CLEC2D,29121,0.5721214,1.486708,0.00315905,UP,1.090317,2.129208,1.18119E-09,UP,0.9731756,1.963157,1.0647E-05,UP,0.8907384,1.854125,8.23699E-07,UP,0.07746465,1.055162,0.9386247,FALSE,0.9153647,1.886046,0.000164406,UP,0.9358528,1.913021,1.70343E-07,UP,1.072484,2.103052,1.15521E-06,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4610047,RANBP1,5902,0.7971373,1.73765,4.57013E-05,UP,1.481724,2.792822,3.72759E-10,UP,0.7784079,1.715237,0.000455448,UP,1.735297,3.329479,3.79072E-10,UP,0.3821357,1.30327,0.4593853,FALSE,0.5361718,1.450119,0.05082949,FALSE,1.124529,2.180303,6.93223E-08,UP,1.102671,2.147519,3.93606E-06,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4610164,MLH1,4292,0.1561682,1.114323,0.3303311,FALSE,1.094281,2.135067,2.4646E-08,UP,0.5767402,1.491475,0.001714959,UP,1.228415,2.343094,5.9705E-08,UP,0.008204598,1.005703,0.9908575,FALSE,0.3541159,1.278202,0.06969741,FALSE,0.9156033,1.886358,3.53442E-08,UP,0.8415762,1.792007,2.1035E-05,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4610608,LOC731049,731049,1.496296,2.821174,7.82553E-08,UP,1.567092,2.963069,5.39132E-10,UP,1.570077,2.969207,1.64428E-07,UP,2.196176,4.58263,8.38824E-11,UP,0.2905583,1.223114,0.6385886,FALSE,1.463025,2.756859,3.8727E-06,UP,1.697852,3.244177,3.92379E-10,UP,1.424037,2.683353,1.51972E-06,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4610669,NEK2,4751,0.2598629,1.197365,0.06659843,FALSE,1.197225,2.292982,7.97579E-09,UP,0.7017437,1.626469,0.000721251,UP,1.161078,2.236244,2.2867E-07,UP,0.2552693,1.193559,0.5218225,FALSE,0.9707704,1.959887,1.45747E-05,UP,0.8184225,1.763477,7.7496E-07,UP,0.8249835,1.771515,1.75319E-05,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4610731,CHAF1B,8208,0.6072263,1.523328,7.73141E-05,UP,1.000286,2.000396,7.97579E-09,UP,0.7516636,1.683733,5.71406E-05,UP,1.263706,2.401118,8.54111E-09,UP,0.18949,1.14036,0.6400847,FALSE,0.5319168,1.445849,0.001169681,UP,0.9523001,1.934955,9.29559E-09,UP,0.6851446,1.607863,0.000288159,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4640022,LOC442727,442727,0.3630238,1.286119,0.06022896,FALSE,0.8695362,1.827075,2.13356E-06,UP,1.325055,2.505424,7.84494E-06,UP,0.653341,1.572806,6.9846E-05,UP,0.09530489,1.068291,0.8907247,FALSE,0.5798509,1.494695,0.004769792,UP,1.316591,2.490768,3.70687E-09,UP,0.7025018,1.627324,0.002923867,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4670424,MRPL11,65003,0.6126627,1.529079,0.000279388,UP,1.341228,2.533668,6.1552E-09,UP,1.361722,2.569916,3.47844E-07,UP,1.326634,2.508169,3.4563E-07,UP,0.2935571,1.225659,0.5679786,FALSE,0.2422257,1.182816,0.3587579,FALSE,1.815437,3.519662,7.21381E-11,UP,0.9674031,1.955318,3.1086E-05,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4670487,SIVA,10572,0.4323374,1.349418,0.008871024,FALSE,0.5773721,1.492129,0.000347522,UP,0.8118485,1.755459,0.00095742,UP,0.703596,1.628559,6.03454E-05,UP,0.2214155,1.165877,0.7117822,FALSE,0.5150502,1.429044,0.03627858,UP,0.7417534,1.672207,7.0272E-06,UP,0.5231112,1.437051,0.006900909,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4670605,MGC40489,146880,0.6889395,1.612098,1.08938E-06,UP,0.7849468,1.723029,2.89157E-08,UP,0.578378,1.49317,0.000423103,UP,1.026772,2.037461,2.02993E-08,UP,0.1215578,1.087909,0.5382345,FALSE,0.2932368,1.225386,0.01179887,FALSE,0.8448063,1.796024,5.08524E-08,UP,0.5438565,1.457864,0.00028421,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4730196,TK1,7083,0.9547955,1.938305,8.60916E-05,UP,1.499913,2.828257,3.47867E-10,UP,1.166558,2.244756,1.00601E-06,UP,1.50411,2.836495,2.34482E-08,UP,0.5602434,1.474518,0.2633544,FALSE,0.7349173,1.664302,0.000754304,UP,1.594592,3.020092,8.45589E-11,UP,1.140524,2.204611,9.98991E-07,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4730605,AURKA,6790,1.442481,2.717879,2.33829E-08,UP,1.82765,3.549584,1.15039E-11,UP,1.548016,2.924148,1.4122E-08,UP,2.251322,4.76119,1.33778E-11,UP,0.4416456,1.358153,0.254561,FALSE,1.029435,2.041225,5.00719E-05,UP,1.889946,3.706213,1.89272E-12,UP,1.553273,2.934822,2.53717E-08,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4730674,SKP2,6502,0.5518259,1.46594,1.04157E-05,UP,0.7699503,1.705211,8.23325E-07,UP,0.8118449,1.755455,2.98867E-06,UP,1.010873,2.01513,3.69395E-07,UP,0.3407118,1.266381,0.1418805,FALSE,0.06417751,1.045489,0.7050527,FALSE,0.9911776,1.987807,7.18791E-10,UP,0.5983182,1.513951,0.00014158,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4730739,RPS6KA1,6195,-0.6839007,-1.606477,0.000429546,DOWN,0.171401,1.126152,0.2550427,FALSE,1.005329,2.007401,4.52398E-05,UP,0.4430577,1.359483,0.02955341,FALSE,-0.3495868,-1.274196,0.5186986,FALSE,0.6337608,1.551605,0.008512069,UP,0.7238684,1.651605,9.06768E-06,UP,0.6009902,1.516757,0.01966398,UP,UP,UP,UP,FALSE,FALSE,UP,FALSE,DOWN,1,4
4760338,CDC25B,994,0.4466387,1.362861,0.007601726,FALSE,1.313618,2.485642,3.64483E-09,UP,1.840376,3.581033,5.50655E-09,UP,1.547055,2.9222,5.80653E-09,UP,0.02331832,1.016294,0.9791381,FALSE,0.8155404,1.759957,0.000240131,UP,1.903518,3.741243,8.23654E-12,UP,1.270123,2.411821,2.22857E-06,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4760450,C16ORF33,79622,1.360992,2.568617,5.54261E-08,UP,1.412078,2.661202,2.82756E-09,UP,1.224045,2.336007,1.46304E-06,UP,1.835937,3.570032,3.27413E-11,UP,0.4253704,1.342917,0.3260416,FALSE,0.9741838,1.96453,0.000107491,UP,1.712025,3.276204,3.40438E-11,UP,1.005842,2.008115,1.12215E-05,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4760553,ISL1,3670,0.1183257,1.085474,0.4812829,FALSE,0.6647039,1.585243,3.83015E-06,UP,0.6220486,1.539059,0.001264915,UP,1.098671,2.141574,1.77687E-07,UP,0.001358417,1.000942,0.9977199,FALSE,0.5136737,1.427681,0.003345271,UP,0.5464217,1.460459,4.46448E-05,UP,0.6599863,1.580068,0.000685669,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4760564,SS18L2,51188,0.1489959,1.108798,0.3509111,FALSE,0.7320397,1.660986,9.14327E-06,UP,0.8120223,1.755671,0.000476353,UP,1.003195,2.004434,1.8663E-06,UP,0.3628027,1.285922,0.3784413,FALSE,0.3550039,1.278989,0.1393086,FALSE,0.9583967,1.943149,2.09326E-06,UP,0.6716241,1.592865,0.000727544,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4760646,TROAP,10024,0.3464848,1.271459,0.003961813,FALSE,0.7536103,1.686007,1.67076E-08,UP,0.7180172,1.64492,2.54059E-05,UP,0.8524213,1.805529,3.07438E-07,UP,0.1948763,1.144626,0.5218225,FALSE,0.7328105,1.661873,1.51845E-05,UP,0.6951385,1.61904,3.8209E-08,UP,0.7118331,1.637884,2.98594E-05,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4760692,C1ORF131,128061,0.2911676,1.22363,0.07183047,FALSE,0.785521,1.723715,8.9094E-07,UP,0.6231912,1.540279,0.001029756,UP,0.9670798,1.95488,1.00503E-06,UP,0.174388,1.128486,0.7698666,FALSE,0.04021443,1.028267,0.8585309,FALSE,0.868044,1.825187,2.33646E-07,UP,0.6761199,1.597837,9.41765E-05,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4780072,TCEAL3,85012,0.9757334,1.966641,5.6301E-05,UP,0.5800131,1.494863,0.000763525,UP,1.298237,2.459281,2.93669E-06,UP,0.7857116,1.723942,0.000105672,UP,0.49989,1.414106,0.3711773,FALSE,0.8126339,1.756415,0.001529744,UP,1.15716,2.23018,5.53568E-08,UP,0.8227524,1.768777,0.000234068,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4780129,CENPF,1063,0.2311306,1.173754,0.07603894,FALSE,0.7727841,1.708564,5.17175E-08,UP,0.5649735,1.47936,0.001514919,UP,1.168045,2.24707,1.1037E-07,UP,0.1702064,1.125219,0.6506762,FALSE,0.6765683,1.598333,0.000131298,UP,0.5061557,1.420261,0.000104835,UP,0.9493833,1.931047,9.47087E-06,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4780411,LRP8,7804,0.6580447,1.577943,1.45258E-06,UP,0.64496,1.563696,1.72224E-06,UP,0.7709801,1.706429,2.94649E-05,UP,0.9795382,1.971834,2.84338E-07,UP,0.2863881,1.219583,0.2613733,FALSE,0.2871558,1.220232,0.06480686,FALSE,0.722189,1.649683,8.29967E-08,UP,0.7370192,1.666729,9.59363E-05,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4780519,ZC3HC1,51530,0.2282732,1.171432,0.1476656,FALSE,0.6531744,1.572625,4.53339E-05,UP,0.6129868,1.529422,0.003546128,UP,0.7370847,1.666804,0.000286736,UP,0.1814322,1.134009,0.7311574,FALSE,0.6035783,1.519481,0.004691133,UP,0.5411462,1.455128,0.000102192,UP,0.6157818,1.532388,0.001729154,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4780689,MRPL51,51258,0.5452889,1.459313,0.002572076,UP,0.8460692,1.797596,1.15776E-06,UP,0.6992707,1.623684,0.002122365,UP,0.8717644,1.829899,8.64839E-06,UP,0.2624044,1.199476,0.5915229,FALSE,0.2848567,1.218289,0.303064,FALSE,1.002971,2.004123,3.0899E-06,UP,0.6241297,1.541281,0.003238969,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4810546,FASTKD1,79675,0.5124812,1.426501,0.000117367,UP,0.5896581,1.50489,9.49659E-06,UP,0.5497145,1.463796,0.000365334,UP,0.5529932,1.467126,0.000426839,UP,0.2585529,1.196278,0.3545494,FALSE,0.3986446,1.318269,0.005071166,FALSE,0.5194409,1.4334,3.61669E-05,UP,0.631956,1.549665,6.83552E-05,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4810646,PIF1,80119,0.2979821,1.229424,0.003872122,FALSE,0.5961339,1.51166,2.61959E-07,UP,0.6580293,1.577926,1.07261E-05,UP,0.8402579,1.79037,1.21977E-07,UP,0.1393575,1.101415,0.5731649,FALSE,0.4355589,1.352435,0.001147748,FALSE,0.6776785,1.599564,1.61002E-09,UP,0.7426256,1.673218,4.59612E-07,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4830014,HS.250648,,0.04306084,1.030297,0.7068721,FALSE,0.5057333,1.419845,0.000151017,UP,0.514104,1.428107,0.005194259,UP,0.6016309,1.517431,6.33145E-06,UP,0.01129891,1.007863,0.9807733,FALSE,-0.009600216,-1.006677,0.9561431,FALSE,0.5699275,1.484449,3.71959E-06,UP,0.526567,1.440497,0.003872934,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4830373,GMNN,51053,1.024978,2.034928,1.30651E-06,UP,1.640926,3.118659,3.5092E-11,UP,0.8939741,1.858288,2.16738E-05,UP,1.693398,3.234176,6.25587E-11,UP,0.5853681,1.500422,0.0985859,FALSE,0.4442179,1.360576,0.009636261,FALSE,1.366971,2.579284,3.3185E-10,UP,1.278191,2.425346,6.39293E-07,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4830634,CDCA8,55143,0.940896,1.91972,2.07649E-06,UP,1.466292,2.763108,7.68659E-11,UP,1.177408,2.261701,1.12966E-07,UP,1.67455,3.192197,1.41503E-09,UP,0.2492946,1.188626,0.5210304,FALSE,0.8028682,1.744566,0.000261781,UP,1.43435,2.702603,1.76753E-10,UP,1.137099,2.199383,7.34669E-07,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4830731,MRPS9,64965,0.303614,1.234232,0.05095201,FALSE,0.6125101,1.528917,7.70556E-05,UP,0.801725,1.743184,0.000327839,UP,0.6683062,1.589206,0.00013995,UP,0.0294191,1.020601,0.970988,FALSE,0.2123467,1.158571,0.3979125,FALSE,0.9378322,1.915648,2.1381E-07,UP,0.5553598,1.469535,0.005047748,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4850091,EMG1,10436,0.5478262,1.461881,0.000671769,UP,0.7985934,1.739404,2.81638E-06,UP,0.9370078,1.914553,3.81653E-05,UP,0.9154807,1.886197,2.91606E-06,UP,0.01308236,1.009109,0.9877843,FALSE,0.5016493,1.415831,0.01687144,UP,1.197665,2.293681,1.12182E-08,UP,0.5117766,1.425805,0.009685908,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4850136,LOC399988,399988,1.604213,3.040299,4.5798E-09,UP,1.57,2.969048,9.66847E-11,UP,0.8176388,1.762519,0.000365734,UP,1.758024,3.382345,7.47208E-10,UP,0.06454647,1.045756,0.9339547,FALSE,0.6981046,1.622372,0.009177966,UP,1.453158,2.738067,1.27082E-09,UP,0.9055449,1.873252,0.000146424,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4860204,ACIN1,22985,0.003235965,1.002246,0.9861809,FALSE,0.6245204,1.541698,2.91186E-05,UP,0.6776114,1.599489,0.00058934,UP,0.4611299,1.37662,0.00773905,FALSE,0.1009013,1.072443,0.8695461,FALSE,0.3923307,1.312512,0.04672285,FALSE,0.6835064,1.606038,1.5191E-05,UP,0.6205719,1.537485,0.00106478,UP,UP,UP,FALSE,FALSE,FALSE,UP,UP,FALSE,0,4
4860537,SLC7A8,23428,-1.180739,-2.266928,1.53319E-07,DOWN,-0.1399862,-1.101894,0.3633727,FALSE,0.9164712,1.887493,7.02149E-05,UP,-0.1492543,-1.108996,0.3344378,FALSE,0.2177658,1.162931,0.7058721,FALSE,0.03357337,1.023544,0.9022809,FALSE,0.1811314,1.133773,0.2098143,FALSE,0.5453175,1.459341,0.005893948,UP,UP,FALSE,FALSE,FALSE,FALSE,UP,FALSE,DOWN,1,2
4860673,DDX39,10212,0.9004269,1.866618,1.10286E-05,UP,1.538164,2.904247,3.87149E-10,UP,0.8698241,1.82744,6.14658E-05,UP,1.429292,2.693146,2.05875E-07,UP,0.2945686,1.226518,0.5399065,FALSE,0.9301777,1.905511,0.000657195,UP,1.334042,2.521079,1.1252E-08,UP,1.202545,2.301453,3.13954E-06,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4880333,FLJ40504,284085,1.03096,2.043383,1.50163E-05,UP,1.100249,2.143917,5.85772E-07,UP,1.263448,2.400689,6.22763E-07,UP,1.173989,2.256348,3.25661E-06,UP,0.03901102,1.027409,0.9718223,FALSE,0.695977,1.619981,0.006089884,UP,1.668179,3.178133,1.2804E-09,UP,0.5351912,1.449134,0.005103601,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
4880360,FBL,2091,-0.552188,-1.466308,0.002572536,DOWN,0.4370089,1.353795,0.003001656,FALSE,0.7747082,1.710844,0.00289148,UP,0.8223097,1.768235,0.000366156,UP,0.0305161,1.021377,0.9769407,FALSE,0.3361188,1.262356,0.2128451,FALSE,0.7455292,1.676589,6.33747E-05,UP,0.5113698,1.425403,0.03566603,UP,UP,UP,FALSE,FALSE,UP,UP,FALSE,DOWN,1,4
4880482,BLMH,642,-0.7960075,-1.736289,1.72067E-05,DOWN,0.32207,1.250123,0.004495522,FALSE,0.7874452,1.726015,6.81711E-05,UP,0.3410646,1.266691,0.01739071,FALSE,-0.07698604,-1.054812,0.9023366,FALSE,0.4738987,1.388858,0.018536,FALSE,0.6160507,1.532674,2.5478E-05,UP,0.6189499,1.535757,0.001649668,UP,UP,UP,FALSE,FALSE,FALSE,UP,FALSE,DOWN,1,3
4880500,SYNCRIP,10492,1.482734,2.794779,3.4474E-08,UP,1.564319,2.957379,4.6284E-10,UP,0.8417131,1.792177,0.000254916,UP,1.830268,3.556031,1.34605E-10,UP,0.2201661,1.164868,0.6832959,FALSE,0.476974,1.391821,0.0325809,FALSE,1.24337,2.367509,2.1761E-08,UP,1.084102,2.120055,1.21511E-05,UP,UP,UP,FALSE,FALSE,UP,UP,UP,UP,0,6
4880689,TOMM22,56993,0.06462725,1.045815,0.7526678,FALSE,0.7285398,1.656961,2.31978E-05,UP,0.7730957,1.708933,0.00055202,UP,0.870002,1.827665,1.04559E-05,UP,0.05833531,1.041264,0.9409211,FALSE,0.5237134,1.437651,0.01138578,UP,0.9779701,1.969692,3.20926E-07,UP,0.5980613,1.513681,0.0114487,UP,UP,UP,UP,FALSE,UP,UP,UP,FALSE,0,6
4890240,WDR4,10785,0.1718951,1.126537,0.0805089,FALSE,0.6232367,1.540327,1.86728E-06,UP,0.7784905,1.715335,8.49957E-07,UP,0.7856579,1.723878,2.50737E-07,UP,0.08658212,1.061852,0.7855322,FALSE,0.4446339,1.360969,0.001671844,FALSE,0.72168,1.649101,3.65193E-09,UP,0.6436378,1.562263,2.06875E-05,UP,UP,UP,FALSE,FALSE,UP,UP,UP,FALSE,0,5
4890731,RFC5,5985,0.629042,1.546538,0.000295449,UP,1.476252,2.78225,8.10325E-11,UP,0.9901325,1.986367,1.70342E-06,UP,1.754566,3.374247,8.75937E-10,UP,0.4893358,1.403798,0.1600621,FALSE,0.5356598,1.449605,0.006318654,UP,1.279078,2.426838,1.13638E-09,UP,1.232602,2.349904,7.15179E-07,UP,UP,UP,UP,FALSE,UP,UP,UP,UP,0,7
